case_number,date_filed,time_filed,crime_type_code,description,status,district_name,police_station,location_name,location_lat,location_lng,investigation_office,year_filed,month_filed,hour_of_crime
KAR/KOP/2024/1775,2024-08-10,22:16:00,assault,"Reported incident of assault at Near Dyal Nagar, Koppal.",closed,Koppal,Koppal Industrial PS,"Near Dyal Nagar, Koppal",15.2811,76.1031,Insp. Gaurangi Narasimhan,2024,8,22
KAR/TUM/2024/1776,2025-04-02,01:42:00,vehicle_theft,"Reported incident of vehicle theft at Near Deep Zila, Tumakuru. Suspect vehicle noticed with plate KA-50-B-3946.",chargesheeted,Tumakuru,Tumakuru Industrial PS,"Near Deep Zila, Tumakuru",13.3993,77.0495,Insp. Odika Andra,2025,4,1
KAR/KOP/2024/1777,2024-08-10,20:42:00,cybercrime,"Reported incident of cybercrime at Near Rajagopalan Marg, Koppal.",open,Koppal,Koppal Market PS,"Near Rajagopalan Marg, Koppal",15.339,76.1937,Insp. Aarav Shetty,2024,8,20
KAR/UDU/2024/1778,2025-05-06,18:42:00,cybercrime,"Reported incident of cybercrime at Near Bal Ganj, Udupi.",open,Udupi,Udupi Rural PS,"Near Bal Ganj, Udupi",13.3874,74.6426,Insp. Benjamin Karpe,2025,5,18
KAR/BEN/2024/1779,2024-01-28,15:22:00,assault,"Reported incident of assault at Near Ramanathan Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ramanathan Nagar, Bengaluru Urban",13.0172,77.5466,Insp. Urvashi Kohli,2024,1,15
KAR/BEN/2024/1780,2024-12-31,04:39:00,burglary,"Reported incident of burglary at Near Lad Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Lad Ganj, Bengaluru Urban",12.8761,77.5552,Insp. Darsh Ghosh,2024,12,4
KAR/RAI/2024/1781,2024-06-23,17:01:00,chain_snatching,"Reported incident of chain snatching at Near Karan, Raichur. Suspect vehicle noticed with plate KA-32-N-7898.",chargesheeted,Raichur,Raichur Market PS,"Near Karan, Raichur",16.2464,77.2971,Insp. Yatan Pandey,2024,6,17
KAR/BEN/2024/1782,2024-04-29,13:04:00,robbery,"Reported incident of robbery at Near Jaggi Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-20-A-6294.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Jaggi Road, Bengaluru Urban",12.9837,77.5539,Insp. Bhavika Modi,2024,4,13
KAR/MAN/2024/1783,2024-09-04,01:37:00,domestic_violence,"Reported incident of domestic violence at Near Badal Zila, Mandya.",under_investigation,Mandya,Mandya Traffic PS,"Near Badal Zila, Mandya",12.5408,76.8894,Insp. Anmol Datta,2024,9,1
KAR/BID/2024/1784,2025-04-23,13:22:00,robbery,"Reported incident of robbery at Near Hans Circle, Bidar. Suspect vehicle noticed with plate KA-39-KB-5244.",chargesheeted,Bidar,Bidar Suburban PS,"Near Hans Circle, Bidar",17.9342,77.4373,Insp. Vasana Sandhu,2025,4,13
KAR/BEN/2024/1785,2024-07-26,07:56:00,chain_snatching,"Reported incident of chain snatching at Near Singhal Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-KA-8035.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Singhal Zila, Bengaluru Urban",13.0072,77.6426,Insp. Laksh Madan,2024,7,7
KAR/BEN/2024/1786,2025-04-18,17:26:00,drug_offence,"Reported incident of drug offence at Near Sami Zila, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Sami Zila, Bengaluru Urban",12.9919,77.546,Insp. Alexander Mangal,2025,4,17
KAR/SHI/2024/1787,2024-09-01,15:48:00,kidnapping,"Reported incident of kidnapping at Near Palla Road, Shivamogga.",under_investigation,Shivamogga,Shivamogga Suburban PS,"Near Palla Road, Shivamogga",13.9371,75.6686,Insp. Ayush Khalsa,2024,9,15
KAR/MAN/2024/1788,2024-05-18,17:38:00,property_crime,"Reported incident of property crime at Near Ganguly Path, Mandya.",open,Mandya,Mandya Traffic PS,"Near Ganguly Path, Mandya",12.5428,76.9058,Insp. Mitesh Ram,2024,5,17
KAR/BEN/2024/1789,2024-11-06,02:57:00,vehicle_theft,"Reported incident of vehicle theft at Near Chakraborty Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-02-A-1793.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Chakraborty Marg, Bengaluru Urban",13.0261,77.553,Insp. Vritti Kaul,2024,11,2
KAR/HAS/2024/1790,2025-02-12,11:46:00,burglary,"Reported incident of burglary at Near Madan, Hassan.",under_investigation,Hassan,Hassan Suburban PS,"Near Madan, Hassan",12.9835,76.16,Insp. Orinder Andra,2025,2,11
KAR/BEN/2024/1791,2024-12-06,08:33:00,burglary,"Reported incident of burglary at Near Kala Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Kala Street, Bengaluru Urban",13.0058,77.5717,Insp. Janani Pant,2024,12,8
KAR/MAN/2024/1792,2024-06-22,20:45:00,robbery,"Reported incident of robbery at Near Jani Ganj, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-46-KA-1690.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Jani Ganj, Mangaluru (Dakshina Kannada)",12.9384,74.8656,Insp. Mugdha Dhaliwal,2024,6,20
KAR/KOL/2024/1793,2024-05-22,08:58:00,eve_teasing,"Reported incident of eve teasing at Near Bhalla Ganj, Kolar.",open,Kolar,Kolar Rural PS,"Near Bhalla Ganj, Kolar",13.1633,78.1713,Insp. Ishita Goel,2024,5,8
KAR/MAN/2024/1794,2024-01-13,03:41:00,eve_teasing,"Reported incident of eve teasing at Near Shere Zila, Mangaluru (Dakshina Kannada).",closed,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Shere Zila, Mangaluru (Dakshina Kannada)",12.8406,74.8933,Insp. Maya Comar,2024,1,3
KAR/BEN/2024/1795,2024-09-23,08:05:00,fraud,"Reported incident of fraud at Near Palla Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Palla Ganj, Bengaluru Urban",12.9868,77.5601,Insp. Upasna Patel,2024,9,8
KAR/BEN/2024/1796,2024-09-29,11:29:00,robbery,"Reported incident of robbery at Near Hayre Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-KA-5346.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Hayre Marg, Bengaluru Urban",13.0051,77.5802,Insp. Ranbir Palla,2024,9,11
KAR/MAN/2024/1797,2024-12-25,20:07:00,cybercrime,"Reported incident of cybercrime at Near Anne Nagar, Mandya.",chargesheeted,Mandya,Mandya Rural PS,"Near Anne Nagar, Mandya",12.4794,76.883,Insp. Harini Nagarajan,2024,12,20
KAR/BEN/2024/1798,2025-02-22,12:21:00,property_crime,"Reported incident of property crime at Near Khanna Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Khanna Circle, Bengaluru Urban",12.906,77.5406,Insp. Zehaan Peri,2025,2,12
KAR/HAS/2024/1799,2024-01-29,18:55:00,fraud,"Reported incident of fraud at Near Grewal Path, Hassan.",open,Hassan,Hassan Market PS,"Near Grewal Path, Hassan",13.0853,76.1509,Insp. Xiti Wali,2024,1,18
KAR/UDU/2024/1800,2024-12-08,05:28:00,assault,"Reported incident of assault at Near Rau Ganj, Udupi.",under_investigation,Udupi,Udupi Town PS,"Near Rau Ganj, Udupi",13.3512,74.7557,Insp. Qabil Master,2024,12,5
KAR/DAV/2024/1801,2024-04-17,02:57:00,assault,"Reported incident of assault at Near Barad Marg, Davangere.",chargesheeted,Davangere,Davangere Suburban PS,"Near Barad Marg, Davangere",14.5437,75.9421,Insp. Ekantika Balasubramanian,2024,4,2
KAR/BEN/2024/1802,2024-05-15,06:21:00,cybercrime,"Reported incident of cybercrime at Near Srinivas Zila, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Srinivas Zila, Bengaluru Urban",13.0072,77.5566,Insp. Rayaan Ahuja,2024,5,6
KAR/KOP/2024/1803,2024-05-30,18:24:00,assault,"Reported incident of assault at Near Tella Road, Koppal.",under_investigation,Koppal,Koppal Industrial PS,"Near Tella Road, Koppal",15.2631,76.1084,Insp. Indrajit Radhakrishnan,2024,5,18
KAR/SHI/2024/1804,2024-09-08,21:57:00,robbery,"Reported incident of robbery at Near Swaminathan Circle, Shivamogga. Suspect vehicle noticed with plate KA-45-N-3107.",open,Shivamogga,Shivamogga Market PS,"Near Swaminathan Circle, Shivamogga",13.9916,75.6065,Insp. Andrew Padmanabhan,2024,9,21
KAR/TUM/2024/1805,2024-05-17,12:00:00,vehicle_theft,"Reported incident of vehicle theft at Near Arora, Tumakuru. Suspect vehicle noticed with plate KA-44-M-9223.",chargesheeted,Tumakuru,Tumakuru Town PS,"Near Arora, Tumakuru",13.4197,77.0748,Insp. Kamya Shroff,2024,5,12
KAR/UDU/2024/1806,2024-07-10,20:14:00,robbery,"Reported incident of robbery at Near Chowdhury Ganj, Udupi. Suspect vehicle noticed with plate KA-10-P-3878.",open,Udupi,Udupi Rural PS,"Near Chowdhury Ganj, Udupi",13.3532,74.673,Insp. Yamini Nayar,2024,7,20
KAR/BEN/2024/1807,2024-09-17,22:59:00,cybercrime,"Reported incident of cybercrime at Near Jaggi Marg, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Jaggi Marg, Bengaluru Urban",13.0278,77.6065,Insp. Charles Ravel,2024,9,22
KAR/UDU/2024/1808,2024-02-17,12:59:00,fraud,"Reported incident of fraud at Near Bajwa Marg, Udupi.",under_investigation,Udupi,Udupi Rural PS,"Near Bajwa Marg, Udupi",13.3989,74.6905,Insp. Reva Kannan,2024,2,12
KAR/BEL/2024/1809,2024-11-06,12:41:00,vehicle_theft,"Reported incident of vehicle theft at Near Kari, Belagavi. Suspect vehicle noticed with plate KA-41-B-4835.",under_investigation,Belagavi,Belagavi Market PS,"Near Kari, Belagavi",15.8853,74.4244,Insp. Raagini Aggarwal,2024,11,12
KAR/BEN/2024/1810,2024-05-25,09:49:00,drug_offence,"Reported incident of drug offence at Near Bhattacharyya Ganj, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Bhattacharyya Ganj, Bengaluru Urban",13.017,77.5549,Insp. Indali Pant,2024,5,9
KAR/BEN/2024/1811,2024-10-18,03:06:00,eve_teasing,"Reported incident of eve teasing at Near Loyal Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Loyal Zila, Bengaluru Urban",12.9804,77.5916,Insp. Ekanta Bhavsar,2024,10,3
KAR/BEN/2024/1812,2025-02-04,03:06:00,fraud,"Reported incident of fraud at Near Chahal Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Chahal Chowk, Bengaluru Urban",13.0026,77.5807,Insp. Zayyan Sathe,2025,2,3
KAR/MYS/2024/1813,2024-05-16,03:04:00,burglary,"Reported incident of burglary at Near Sathe Ganj, Mysuru.",open,Mysuru,Mysuru North PS,"Near Sathe Ganj, Mysuru",12.3721,76.6918,Insp. Pranav Singhal,2024,5,3
KAR/MAN/2024/1814,2024-02-14,20:44:00,eve_teasing,"Reported incident of eve teasing at Near Raval Road, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Market PS,"Near Raval Road, Mangaluru (Dakshina Kannada)",12.9017,74.8394,Insp. Darsh Mishra,2024,2,20
KAR/BEN/2024/1815,2024-10-19,07:52:00,murder,"Reported incident of murder at Near Walla Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Walla Road, Bengaluru Urban",12.9969,77.6131,Insp. Warjas Devan,2024,10,7
KAR/BID/2024/1816,2025-05-12,05:37:00,vehicle_theft,"Reported incident of vehicle theft at Near Dayal, Bidar. Suspect vehicle noticed with plate KA-28-P-8151.",open,Bidar,Bidar Traffic PS,"Near Dayal, Bidar",17.9586,77.4838,Insp. Ekalinga Kale,2025,5,5
KAR/BEN/2024/1817,2024-04-16,10:40:00,kidnapping,"Reported incident of kidnapping at Near Viswanathan Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Viswanathan Chowk, Bengaluru Urban",12.9902,77.5724,Insp. Jack Deo,2024,4,10
KAR/BEN/2024/1818,2024-09-02,03:46:00,fraud,"Reported incident of fraud at Near Handa Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Handa Zila, Bengaluru Urban",12.8932,77.5828,Insp. Adweta Chowdhury,2024,9,3
KAR/BEL/2024/1819,2024-11-25,19:28:00,cybercrime,"Reported incident of cybercrime at Near Narain, Belagavi.",open,Belagavi,Belagavi Industrial PS,"Near Narain, Belagavi",15.7508,74.5553,Insp. Jacob Bala,2024,11,19
KAR/KOP/2024/1820,2024-07-29,06:51:00,murder,"Reported incident of murder at Near Gera, Koppal.",open,Koppal,Koppal Town PS,"Near Gera, Koppal",15.3338,76.2185,Insp. Chatura Kari,2024,7,6
KAR/MAN/2024/1821,2025-05-13,11:11:00,burglary,"Reported incident of burglary at Near Iyengar Path, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Iyengar Path, Mangaluru (Dakshina Kannada)",12.8445,74.8709,Insp. Aarush Pradhan,2025,5,11
KAR/BEN/2024/1822,2024-01-30,22:31:00,burglary,"Reported incident of burglary at Near Issac Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Issac Chowk, Bengaluru Urban",13.0199,77.5383,Insp. Pavani Bakshi,2024,1,22
KAR/TUM/2024/1823,2024-10-08,03:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Uppal Road, Tumakuru. Suspect vehicle noticed with plate KA-01-B-4412.",under_investigation,Tumakuru,Tumakuru Industrial PS,"Near Uppal Road, Tumakuru",13.3787,77.0486,Insp. Ekaja Lata,2024,10,3
KAR/HAS/2024/1824,2025-03-30,21:24:00,robbery,"Reported incident of robbery at Near Chowdhury Nagar, Hassan. Suspect vehicle noticed with plate KA-55-KB-6950.",open,Hassan,Hassan Suburban PS,"Near Chowdhury Nagar, Hassan",12.9707,76.1942,Insp. Yashodhara Mammen,2025,3,21
KAR/BEN/2024/1825,2025-02-09,03:15:00,eve_teasing,"Reported incident of eve teasing at Near Wason Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Wason Street, Bengaluru Urban",12.8959,77.5544,Insp. Tamanna Sandal,2025,2,3
KAR/BEN/2024/1826,2025-01-02,01:49:00,fraud,"Reported incident of fraud at Near Saini Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Saini Ganj, Bengaluru Urban",12.987,77.5162,Insp. Naveen Tara,2025,1,1
KAR/BID/2024/1827,2024-11-05,16:53:00,assault,"Reported incident of assault at Near Tara Ganj, Bidar.",under_investigation,Bidar,Bidar Town PS,"Near Tara Ganj, Bidar",17.8774,77.6124,Insp. Wazir Thaman,2024,11,16
KAR/BEN/2024/1828,2024-12-19,14:47:00,hit_and_run,"Reported incident of hit and run at Near Ghose Chowk, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban North PS,"Near Ghose Chowk, Bengaluru Urban",13.0064,77.5641,Insp. Aradhana Dugar,2024,12,14
KAR/DAV/2024/1829,2025-04-18,22:09:00,burglary,"Reported incident of burglary at Near Bhattacharyya Ganj, Davangere.",chargesheeted,Davangere,Davangere Market PS,"Near Bhattacharyya Ganj, Davangere",14.482,75.9072,Insp. Hemang Menon,2025,4,22
KAR/CHI/2024/1830,2024-10-03,07:25:00,chain_snatching,"Reported incident of chain snatching at Near Kota Path, Chikkamagaluru. Suspect vehicle noticed with plate KA-13-M-9687.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Kota Path, Chikkamagaluru",13.2997,75.7653,Insp. Geetika Handa,2024,10,7
KAR/RAI/2024/1831,2024-08-03,14:16:00,assault,"Reported incident of assault at Near Kumer, Raichur.",under_investigation,Raichur,Raichur Rural PS,"Near Kumer, Raichur",16.2123,77.3156,Insp. Unnati Minhas,2024,8,14
KAR/BAL/2024/1832,2025-05-29,12:44:00,fraud,"Reported incident of fraud at Near Parmar, Ballari.",open,Ballari,Ballari Rural PS,"Near Parmar, Ballari",15.0448,76.8653,Insp. Jason Ghosh,2025,5,12
KAR/RAI/2024/1833,2025-03-20,01:16:00,robbery,"Reported incident of robbery at Near Dhaliwal Street, Raichur. Suspect vehicle noticed with plate KA-54-P-2935.",closed,Raichur,Raichur Market PS,"Near Dhaliwal Street, Raichur",16.2311,77.2993,Insp. Harsh Kara,2025,3,1
KAR/BEN/2024/1834,2024-09-11,17:01:00,murder,"Reported incident of murder at Near Sachdev Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Sachdev Road, Bengaluru Urban",13.0167,77.5904,Insp. Panini Shere,2024,9,17
KAR/KAL/2024/1835,2024-02-04,17:16:00,cybercrime,"Reported incident of cybercrime at Near Chaudhari Circle, Kalaburagi.",under_investigation,Kalaburagi,Kalaburagi Rural PS,"Near Chaudhari Circle, Kalaburagi",17.2677,76.8378,Insp. Darsh Chhabra,2024,2,17
KAR/BEN/2024/1836,2024-10-16,14:22:00,vehicle_theft,"Reported incident of vehicle theft at Near Bhasin Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-51-M-1016.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Bhasin Marg, Bengaluru Urban",13.0017,77.5435,Insp. Mitesh Konda,2024,10,14
KAR/BEL/2024/1837,2024-05-26,19:19:00,robbery,"Reported incident of robbery at Near Malhotra Marg, Belagavi. Suspect vehicle noticed with plate KA-45-P-4783.",open,Belagavi,Belagavi Industrial PS,"Near Malhotra Marg, Belagavi",15.7897,74.5755,Insp. Mitali Mohan,2024,5,19
KAR/BEL/2024/1838,2025-01-30,12:15:00,robbery,"Reported incident of robbery at Near Shenoy Ganj, Belagavi. Suspect vehicle noticed with plate KA-02-P-9627.",open,Belagavi,Belagavi Industrial PS,"Near Shenoy Ganj, Belagavi",15.7585,74.5404,Insp. Harrison Murthy,2025,1,12
KAR/MAN/2024/1839,2024-12-31,03:57:00,burglary,"Reported incident of burglary at Near Gokhale Path, Mandya.",open,Mandya,Mandya Rural PS,"Near Gokhale Path, Mandya",12.5183,76.9324,Insp. Gautam Minhas,2024,12,3
KAR/BEN/2024/1840,2024-12-10,08:55:00,cybercrime,"Reported incident of cybercrime at Near Patil Marg, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Patil Marg, Bengaluru Urban",13.0173,77.6,Insp. Qarin Chopra,2024,12,8
KAR/BEN/2024/1841,2025-03-29,17:35:00,burglary,"Reported incident of burglary at Near Pathak Ganj, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Pathak Ganj, Bengaluru Urban",12.9801,77.549,Insp. Naksh Panchal,2025,3,17
KAR/BEN/2024/1842,2024-05-29,19:30:00,domestic_violence,"Reported incident of domestic violence at Near Mistry Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Mistry Nagar, Bengaluru Urban",13.0055,77.5919,Insp. Gagan Bora,2024,5,19
KAR/MAN/2024/1843,2024-12-11,17:34:00,chain_snatching,"Reported incident of chain snatching at Near Sandal Street, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-26-N-2207.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Sandal Street, Mangaluru (Dakshina Kannada)",12.9805,74.877,Insp. Chaitaly Mitra,2024,12,17
KAR/DAV/2024/1844,2024-02-08,22:04:00,burglary,"Reported incident of burglary at Near Ramaswamy Road, Davangere.",under_investigation,Davangere,Davangere Town PS,"Near Ramaswamy Road, Davangere",14.4931,75.9603,Insp. Faris Sankar,2024,2,22
KAR/KOP/2024/1845,2025-01-07,10:21:00,vehicle_theft,"Reported incident of vehicle theft at Near Chandra Chowk, Koppal. Suspect vehicle noticed with plate KA-42-B-9024.",open,Koppal,Koppal Town PS,"Near Chandra Chowk, Koppal",15.3476,76.2052,Insp. Xalak Talwar,2025,1,10
KAR/BEN/2024/1846,2024-12-26,18:23:00,property_crime,"Reported incident of property crime at Near Srinivas Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Srinivas Nagar, Bengaluru Urban",12.8914,77.5405,Insp. Jalsa Pandya,2024,12,18
KAR/DAV/2024/1847,2024-04-20,07:42:00,fraud,"Reported incident of fraud at Near De Road, Davangere.",chargesheeted,Davangere,Davangere Market PS,"Near De Road, Davangere",14.4826,75.9171,Insp. Lekha Sinha,2024,4,7
KAR/MYS/2024/1848,2025-02-04,15:28:00,cybercrime,"Reported incident of cybercrime at Near Contractor Chowk, Mysuru.",open,Mysuru,Mysuru Traffic PS,"Near Contractor Chowk, Mysuru",12.3756,76.5922,Insp. Luke Pingle,2025,2,15
KAR/DAV/2024/1849,2024-05-29,21:44:00,eve_teasing,"Reported incident of eve teasing at Near Aggarwal Marg, Davangere.",open,Davangere,Davangere Rural PS,"Near Aggarwal Marg, Davangere",14.5153,75.9203,Insp. Warhi Krish,2024,5,21
KAR/BEN/2024/1850,2025-05-05,13:16:00,eve_teasing,"Reported incident of eve teasing at Near Patla Road, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Patla Road, Bengaluru Rural",13.1727,77.5964,Insp. Manya Tank,2025,5,13
KAR/UDU/2024/1851,2024-10-06,22:09:00,chain_snatching,"Reported incident of chain snatching at Near Varughese Road, Udupi. Suspect vehicle noticed with plate KA-35-KB-3958.",under_investigation,Udupi,Udupi Traffic PS,"Near Varughese Road, Udupi",13.3114,74.7511,Insp. Aditya Pradhan,2024,10,22
KAR/HAS/2024/1852,2024-03-24,21:56:00,hit_and_run,"Reported incident of hit and run at Near Pillay, Hassan.",open,Hassan,Hassan Rural PS,"Near Pillay, Hassan",13.0686,76.0353,Insp. Hemang Gill,2024,3,21
KAR/BEN/2024/1853,2024-07-06,09:58:00,fraud,"Reported incident of fraud at Near Chaudhuri Marg, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Chaudhuri Marg, Bengaluru Urban",13.0022,77.6112,Insp. Harrison Varughese,2024,7,9
KAR/MAN/2024/1854,2024-04-17,12:40:00,assault,"Reported incident of assault at Near Char, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Char, Mangaluru (Dakshina Kannada)",12.8497,74.8459,Insp. Aashi Solanki,2024,4,12
KAR/BEN/2024/1855,2025-04-08,19:12:00,eve_teasing,"Reported incident of eve teasing at Near Hegde Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Hegde Chowk, Bengaluru Urban",12.9969,77.5977,Insp. Yatin Parikh,2025,4,19
KAR/CHI/2024/1856,2025-03-31,01:14:00,kidnapping,"Reported incident of kidnapping at Near Lad Nagar, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Lad Nagar, Chikkamagaluru",13.2825,75.7259,Insp. Nitesh Mane,2025,3,1
KAR/HUB/2024/1857,2024-08-28,08:33:00,assault,"Reported incident of assault at Near Guha Circle, Hubballi-Dharwad.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Rural PS,"Near Guha Circle, Hubballi-Dharwad",15.3846,75.1439,Insp. Eta Ravel,2024,8,8
KAR/RAI/2024/1858,2024-12-13,23:34:00,chain_snatching,"Reported incident of chain snatching at Near Sengupta, Raichur. Suspect vehicle noticed with plate KA-42-N-7526.",open,Raichur,Raichur Rural PS,"Near Sengupta, Raichur",16.209,77.3302,Insp. Teerth Mani,2024,12,23
KAR/CHI/2024/1859,2024-02-09,21:40:00,robbery,"Reported incident of robbery at Near Gulati Road, Chikkamagaluru. Suspect vehicle noticed with plate KA-16-N-2035.",open,Chikkamagaluru,Chikkamagaluru Industrial PS,"Near Gulati Road, Chikkamagaluru",13.3548,75.7476,Insp. Hemani Ranganathan,2024,2,21
KAR/BAL/2024/1860,2024-09-09,03:06:00,eve_teasing,"Reported incident of eve teasing at Near Garg Circle, Ballari.",under_investigation,Ballari,Ballari Town PS,"Near Garg Circle, Ballari",15.1016,77.0048,Insp. Ranveer Bhattacharyya,2024,9,3
KAR/SHI/2024/1861,2024-01-14,08:16:00,cybercrime,"Reported incident of cybercrime at Near Ganesh Circle, Shivamogga.",chargesheeted,Shivamogga,Shivamogga Suburban PS,"Near Ganesh Circle, Shivamogga",13.9075,75.6311,Insp. Bhavna Choudhary,2024,1,8
KAR/BEN/2024/1862,2025-01-30,21:29:00,chain_snatching,"Reported incident of chain snatching at Near Kibe Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-54-M-5506.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Kibe Street, Bengaluru Urban",13.0377,77.5175,Insp. Sai Pillai,2025,1,21
KAR/BEN/2024/1863,2024-07-10,08:14:00,assault,"Reported incident of assault at Near Parsa Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Parsa Circle, Bengaluru Urban",13.0103,77.5905,Insp. Yash Gour,2024,7,8
KAR/BEN/2024/1864,2025-01-27,01:54:00,cybercrime,"Reported incident of cybercrime at Near Deol Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Deol Zila, Bengaluru Urban",12.9841,77.5743,Insp. Warda Kumer,2025,1,1
KAR/MAN/2024/1865,2025-01-26,17:59:00,drug_offence,"Reported incident of drug offence at Near Rana Ganj, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Rural PS,"Near Rana Ganj, Mangaluru (Dakshina Kannada)",12.8271,74.8498,Insp. Urmi Sodhi,2025,1,17
KAR/BEN/2024/1866,2024-08-11,10:13:00,fraud,"Reported incident of fraud at Near Deep Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Deep Zila, Bengaluru Urban",12.9811,77.5849,Insp. Imaran Guha,2024,8,10
KAR/UDU/2024/1867,2024-06-02,19:45:00,chain_snatching,"Reported incident of chain snatching at Near Bhattacharyya Road, Udupi. Suspect vehicle noticed with plate KA-34-P-7334.",under_investigation,Udupi,Udupi Industrial PS,"Near Bhattacharyya Road, Udupi",13.3674,74.7456,Insp. Champak Palla,2024,6,19
KAR/KOL/2024/1868,2025-02-20,21:09:00,domestic_violence,"Reported incident of domestic violence at Near Dey Street, Kolar.",closed,Kolar,Kolar Town PS,"Near Dey Street, Kolar",13.1346,78.1473,Insp. Wishi Amble,2025,2,21
KAR/BAL/2024/1869,2024-09-19,17:07:00,burglary,"Reported incident of burglary at Near Narayanan Street, Ballari.",open,Ballari,Ballari Suburban PS,"Near Narayanan Street, Ballari",15.1724,76.88,Insp. Shaurya Choudhry,2024,9,17
KAR/BEN/2024/1870,2025-02-11,18:54:00,fraud,"Reported incident of fraud at Near Warrior Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Warrior Path, Bengaluru Urban",12.9982,77.6112,Insp. Priya Rajan,2025,2,18
