CSID,CaseMasterID,csdate,cstype,PolicePersonID
2438,2438,2025-02-02,C,1004
2439,2439,2024-11-02,C,1001
2440,2440,2025-02-01,C,1001
2441,2441,2024-02-06,C,1002
2442,2442,2025-03-06,C,1001
2443,2443,2025-05-17,C,1002
2444,2444,2024-06-06,C,1002
2445,2445,2024-10-15,C,1001
2446,2446,2024-11-07,C,1003
2447,2447,2024-04-29,C,1003
2448,2448,2024-02-11,C,1001
2449,2449,2024-11-05,C,1003
2450,2450,2024-03-10,C,1004
2451,2451,2024-03-24,C,1002
2452,2452,2025-04-18,C,1001
2453,2453,2024-03-02,C,1001
2454,2454,2025-03-07,A,1004
2455,2455,2024-12-23,C,1001
2456,2456,2025-02-21,C,1004
2457,2457,2024-06-03,C,1003
2458,2458,2025-01-24,C,1002
2459,2459,2024-10-17,C,1003
2460,2460,2024-09-08,C,1002
2461,2461,2024-11-08,C,1001
2462,2462,2024-12-04,C,1002
2463,2463,2024-09-20,C,1004
2464,2464,2024-05-17,A,1001
2465,2465,2024-06-15,C,1001
2466,2466,2024-04-03,C,1004
2467,2467,2025-04-28,C,1003
2468,2468,2024-02-10,C,1001
2469,2469,2024-10-02,C,1003
2470,2470,2024-04-27,B,1002
2471,2471,2024-07-06,C,1003
2472,2472,2024-01-24,C,1003
2473,2473,2024-03-21,C,1002
2474,2474,2024-11-10,C,1004
2475,2475,2024-10-17,C,1002
2476,2476,2024-07-28,C,1001
2477,2477,2024-03-02,C,1004
2478,2478,2024-01-14,C,1003
2479,2479,2024-01-17,C,1003
2480,2480,2024-11-02,C,1004
2481,2481,2024-08-27,A,1002
2482,2482,2024-07-14,C,1001
2483,2483,2024-04-08,C,1002
2484,2484,2025-02-10,C,1001
2485,2485,2024-05-20,C,1002
2486,2486,2024-08-19,C,1001
2487,2487,2024-01-30,C,1002
2488,2488,2024-11-22,C,1003
2489,2489,2024-01-03,C,1002
2490,2490,2024-10-25,C,1003
2491,2491,2025-05-24,C,1002
2492,2492,2025-05-24,C,1002
2493,2493,2024-04-15,C,1004
2494,2494,2024-01-07,C,1001
2495,2495,2024-05-22,A,1002
2496,2496,2024-10-21,C,1002
2497,2497,2024-12-18,C,1003
2498,2498,2024-05-23,C,1003
2499,2499,2025-01-29,C,1004
2500,2500,2024-07-23,C,1003
